Rx:0-10:05:00.120-01 0E 3A 00 02 02 BB 01 11
Tx:835-10:11:57.123-02 55 00 00 00 00 00 00 00
Rx:836-10:11:58.640-01 0F 19 02 AA 03 97 01 B4
Tx:837-10:11:58.643-01 55 00 00 00 00 00 00 00
Rx:838-10:11:59.910-02 0F 23 02 9B 03 96 01 B1
Tx:839-10:11:59.913-02 55 00 00 00 00 00 00 00
Rx:840-10:12:00.120-01 0F 13 02 BA 03 95 01 B3
Tx:841-10:12:00.123-01 55 00 00 00 00 00 00 00
Rx:842-10:12:01.640-02 0F 1E 02 AE 03 9A 01 B0
Tx:843-10:12:01.643-02 55 00 00 00 00 00 00 00
Rx:844-10:12:02.910-01 0F 10 02 A9 03 93 01 B3
Tx:845-10:12:02.913-01 55 00 00 00 00 00 00 00
Rx:846-10:12:03.120-02 0F 1B 02 A2 03 96 01 B3
Tx:847-10:12:03.123-02 55 00 00 00 00 00 00 00
Rx:848-10:12:04.640-01 0F 0F 02 99 03 94 01 B3
Tx:849-10:12:04.643-01 55 00 00 00 00 00 00 00
Rx:850-10:12:05.910-02 0F 13 02 A7 03 93 01 B0
Tx:851-10:12:05.913-02 55 00 00 00 00 00 00 00
Rx:852-10:12:06.120-01 0F 0A 02 A9 03 9B 01 AF
Tx:853-10:12:06.123-01 55 00 00 00 00 00 00 00
Rx:854-10:12:07.640-02 0F 0E 02 9E 03 99 01 B0
Tx:855-10:12:07.643-02 55 00 00 00 00 00 00 00
Rx:856-10:12:08.910-01 0F 0A 02 AB 03 9B 01 AE
Tx:857-10:12:08.913-01 55 00 00 00 00 00 00 00
Rx:858-10:12:09.120-02 0E FE 02 AD 03 96 01 B0
Tx:859-10:12:09.123-02 55 00 00 00 00 00 00 00
Rx:860-10:12:10.640-01 0F 01 02 AC 03 9C 01 AC
Tx:861-10:12:10.643-01 55 00 00 00 00 00 00 00
Rx:862-10:12:11.910-02 0F 00 02 BB 03 96 01 AD
Tx:863-10:12:11.913-02 55 00 00 00 00 00 00 00
Rx:864-10:12:12.120-01 0E F5 02 A1 03 9A 01 AF
Tx:865-10:12:12.123-01 55 00 00 00 00 00 00 00
Rx:866-10:12:13.640-02 0E F9 02 A7 03 9A 01 A7
Tx:867-10:12:13.643-02 55 00 00 00 00 00 00 00
Rx:868-10:12:14.910-01 0E FB 02 98 03 96 01 A8
Tx:869-10:12:14.913-01 55 00 00 00 00 00 00 00
Rx:870-10:12:15.120-02 0E ED 02 B5 03 9E 01 AC
Tx:871-10:12:15.123-02 55 00 00 00 00 00 00 00
Rx:872-10:12:16.640-01 0E F7 02 AD 03 9C 01 AA
Tx:873-10:12:16.643-01 55 00 00 00 00 00 00 00
Rx:874-10:12:17.910-02 0E F8 02 BA 03 9E 01 AB
Tx:875-10:12:17.913-02 55 00 00 00 00 00 00 00
Rx:876-10:12:18.120-01 0E E8 02 99 03 9F 01 A9
Tx:877-10:12:18.123-01 55 00 00 00 00 00 00 00
Rx:878-10:12:19.640-02 0E E2 02 95 03 99 01 AC
Tx:879-10:12:19.643-02 55 00 00 00 00 00 00 00
Rx:880-10:12:20.910-01 0E E2 02 A7 03 98 01 A8
Tx:881-10:12:20.913-01 55 00 00 00 00 00 00 00
Rx:882-10:12:21.120-02 0E DD 02 97 03 9F 01 A8
Tx:883-10:12:21.123-02 55 00 00 00 00 00 00 00
Rx:884-10:12:22.640-01 0E DF 02 B2 03 9F 01 AA
Tx:885-10:12:22.643-01 55 00 00 00 00 00 00 00
Rx:886-10:12:23.910-02 0E DF 02 AD 03 A0 01 A6
Tx:887-10:12:23.913-02 55 00 00 00 00 00 00 00
Rx:888-10:12:24.120-01 0E E3 02 B2 03 A0 01 A8
Tx:889-10:12:24.123-01 55 00 00 00 00 00 00 00
Rx:890-10:12:25.640-02 0E D8 02 95 03 9C 01 A7
Tx:891-10:12:25.643-02 55 00 00 00 00 00 00 00
Rx:892-10:12:26.910-01 0E E1 02 B3 03 9B 01 A6
Tx:893-10:12:26.913-01 55 00 00 00 00 00 00 00
Rx:894-10:12:27.120-02 0E CD 02 A8 03 9A 01 A2
Tx:895-10:12:27.123-02 55 00 00 00 00 00 00 00
Rx:896-10:12:28.640-01 0E DB 02 92 03 A0 01 A1
Tx:897-10:12:28.643-01 55 00 00 00 00 00 00 00
Rx:898-10:12:29.910-02 0E D4 02 AF 03 9C 01 A1
Tx:899-10:12:29.913-02 55 00 00 00 00 00 00 00
Rx:900-10:12:30.120-01 0E C3 02 AB 03 A0 01 A6
Tx:901-10:12:30.123-01 55 00 00 00 00 00 00 00
Rx:902-10:12:31.640-02 0E CD 02 A8 03 9B 01 A2
Tx:903-10:12:31.643-02 55 00 00 00 00 00 00 00
Rx:904-10:12:32.910-01 0E C8 02 A0 03 A0 01 A2
Tx:905-10:12:32.913-01 55 00 00 00 00 00 00 00
Rx:906-10:12:33.120-02 0E C0 02 A2 03 A0 01 A2
Tx:907-10:12:33.123-02 55 00 00 00 00 00 00 00
Rx:908-10:12:34.640-01 0E C5 02 92 03 9F 01 A5
Tx:909-10:12:34.643-01 55 00 00 00 00 00 00 00
Rx:910-10:12:35.910-02 0E C8 02 AD 03 A1 01 9E
Tx:911-10:12:35.913-02 55 00 00 00 00 00 00 00
Rx:912-10:12:36.120-01 0E BD 02 8B 03 9E 01 A2
Tx:913-10:12:36.123-01 55 00 00 00 00 00 00 00
Rx:914-10:12:37.640-02 0E C0 02 A3 03 A2 01 9C
Tx:915-10:12:37.643-02 55 00 00 00 00 00 00 00
Rx:916-10:12:38.910-01 0E B6 02 A7 03 A3 01 A2
Tx:917-10:12:38.913-01 55 00 00 00 00 00 00 00
Rx:918-10:12:39.120-02 0E B9 02 89 03 A2 01 9E
Tx:919-10:12:39.123-02 55 00 00 00 00 00 00 00
Rx:920-10:12:40.640-01 0E B9 02 A2 03 A3 01 9A
Tx:921-10:12:40.643-01 55 00 00 00 00 00 00 00
Rx:922-10:12:41.910-02 0E A8 02 83 03 9F 01 A0
Tx:923-10:12:41.913-02 55 00 00 00 00 00 00 00
Rx:924-10:12:42.120-01 0E A6 02 A0 03 A3 01 9F
Tx:925-10:12:42.123-01 55 00 00 00 00 00 00 00
Rx:926-10:12:43.640-02 0E B3 02 86 03 A3 01 9F
Tx:927-10:12:43.643-02 55 00 00 00 00 00 00 00
Rx:928-10:12:44.910-01 0E AD 02 81 03 A6 01 9F
Tx:929-10:12:44.913-01 55 00 00 00 00 00 00 00
Rx:930-10:12:45.120-02 0E A0 02 83 03 A2 01 9D
Tx:931-10:12:45.123-02 55 00 00 00 00 00 00 00
Rx:932-10:12:46.640-01 0E A9 02 8E 03 9F 01 9E
Tx:933-10:12:46.643-01 55 00 00 00 00 00 00 00
Rx:934-10:12:47.910-02 0E 97 02 84 03 A4 01 9B
Tx:935-10:12:47.913-02 55 00 00 00 00 00 00 00
Rx:936-10:12:48.120-01 0E 98 02 9F 03 A4 01 9A
Tx:937-10:12:48.123-01 55 00 00 00 00 00 00 00
Rx:938-10:12:49.640-02 0E 92 02 85 03 A7 01 9A
Tx:939-10:12:49.643-02 55 00 00 00 00 00 00 00
Rx:940-10:12:50.910-01 0E 99 02 8B 03 A0 01 9A
Tx:941-10:12:50.913-01 55 00 00 00 00 00 00 00
Rx:942-10:12:51.120-02 0E 9C 02 91 03 A7 01 97
Tx:943-10:12:51.123-02 55 00 00 00 00 00 00 00
Rx:944-10:12:52.640-01 0E 92 02 84 03 9F 01 9A
Tx:945-10:12:52.643-01 55 00 00 00 00 00 00 00
Rx:946-10:12:53.910-02 0E 8E 02 84 03 A9 01 96
Tx:947-10:12:53.913-02 55 00 00 00 00 00 00 00
Rx:948-10:12:54.120-01 0E 8E 02 84 03 A0 01 96
Tx:949-10:12:54.123-01 55 00 00 00 00 00 00 00
Rx:950-10:12:55.640-02 0E 7F 02 78 03 A1 01 92
Tx:951-10:12:55.643-02 55 00 00 00 00 00 00 00
Rx:952-10:12:56.910-01 0E 80 02 89 03 A3 01 92
Tx:953-10:12:56.913-01 55 00 00 00 00 00 00 00
Rx:954-10:12:57.120-02 0E 83 02 89 03 A1 01 90
Tx:955-10:12:57.123-02 55 00 00 00 00 00 00 00
Rx:956-10:12:58.640-01 0E 88 02 79 03 A7 01 97
Tx:957-10:12:58.643-01 55 00 00 00 00 00 00 00
Rx:958-10:12:59.910-02 0E 79 02 90 03 AA 01 92
Tx:959-10:12:59.913-02 55 00 00 00 00 00 00 00
Rx:960-10:13:00.120-01 0E 7B 02 70 03 AA 01 90
Tx:961-10:13:00.123-01 55 00 00 00 00 00 00 00
Rx:962-10:13:01.640-02 0E 7E 02 8D 03 A6 01 95
Tx:963-10:13:01.643-02 55 00 00 00 00 00 00 00
Rx:964-10:13:02.910-01 0E 6B 02 73 03 A6 01 8D
Tx:965-10:13:02.913-01 55 00 00 00 00 00 00 00
Rx:966-10:13:03.120-02 0E 6C 02 79 03 A6 01 93
Tx:967-10:13:03.123-02 55 00 00 00 00 00 00 00
Rx:968-10:13:04.640-01 0E 71 02 67 03 A2 01 8E
Tx:969-10:13:04.643-01 55 00 00 00 00 00 00 00
Rx:970-10:13:05.910-02 0E 69 02 7B 03 A9 01 91
Tx:971-10:13:05.913-02 55 00 00 00 00 00 00 00
Rx:972-10:13:06.120-01 0E 68 02 73 03 A8 01 8B
Tx:973-10:13:06.123-01 55 00 00 00 00 00 00 00
Rx:974-10:13:07.640-02 0E 64 02 7E 03 A3 01 8D
Tx:975-10:13:07.643-02 55 00 00 00 00 00 00 00
Rx:976-10:13:08.910-01 0E 6C 02 61 03 AA 01 90
Tx:977-10:13:08.913-01 55 00 00 00 00 00 00 00
Rx:978-10:13:09.120-02 0E 67 02 5B 03 A5 01 90
Tx:979-10:13:09.123-02 55 00 00 00 00 00 00 00
Rx:980-10:13:10.640-01 0E 5B 02 61 03 A7 01 8B
Tx:981-10:13:10.643-01 55 00 00 00 00 00 00 00
Rx:982-10:13:11.910-02 0E 5E 02 74 03 AC 01 8F
Tx:983-10:13:11.913-02 55 00 00 00 00 00 00 00
Rx:984-10:13:12.120-01 0E 59 02 71 03 A4 01 89
Tx:985-10:13:12.123-01 55 00 00 00 00 00 00 00
Rx:986-10:13:13.640-02 0E 5C 02 71 03 A9 01 8A
Tx:987-10:13:13.643-02 55 00 00 00 00 00 00 00
Rx:988-10:13:14.910-01 0E 5A 02 64 03 A7 01 8E
Tx:989-10:13:14.913-01 55 00 00 00 00 00 00 00
Rx:990-10:13:15.120-02 0E 51 02 5D 03 AA 01 89
Tx:991-10:13:15.123-02 55 00 00 00 00 00 00 00
Rx:992-10:13:16.640-01 0E 4F 02 5D 03 A7 01 8C
Tx:993-10:13:16.643-01 55 00 00 00 00 00 00 00
Rx:994-10:13:17.910-02 0E 4E 02 68 03 A7 01 8A
Tx:995-10:13:17.913-02 55 00 00 00 00 00 00 00
Rx:996-10:13:18.120-01 0E 50 02 53 03 A5 01 87
Tx:997-10:13:18.123-01 55 00 00 00 00 00 00 00
Rx:998-10:13:19.640-02 0E 3B 02 4E 03 A6 01 83
Tx:999-10:13:19.643-02 55 00 00 00 00 00 00 00
Rx:1000-10:13:20.910-01 0E 44 02 45 03 A6 01 85
Tx:1001-10:13:20.913-01 55 00 00 00 00 00 00 00
Rx:1002-10:13:21.120-02 0E 45 02 4C 03 AD 01 89
Tx:1003-10:13:21.123-02 55 00 00 00 00 00 00 00
Rx:1004-10:13:22.640-01 0E 35 02 56 03 AE 01 84
Tx:1005-10:13:22.643-01 55 00 00 00 00 00 00 00
Rx:1006-10:13:23.910-02 0E 38 02 48 03 AB 01 85
Tx:1007-10:13:23.913-02 55 00 00 00 00 00 00 00
Rx:1008-10:13:24.120-01 0E 41 02 42 03 AF 01 85
Tx:1009-10:13:24.123-01 55 00 00 00 00 00 00 00
Rx:1010-10:13:25.640-02 0E 3A 02 5B 03 A6 01 7F
Tx:1011-10:13:25.643-02 55 00 00 00 00 00 00 00
Rx:1012-10:13:26.910-01 0E 27 02 59 03 A9 01 85
Tx:1013-10:13:26.913-01 55 00 00 00 00 00 00 00
Rx:1014-10:13:27.120-02 0E 2F 02 51 03 A9 01 7E
Tx:1015-10:13:27.123-02 55 00 00 00 00 00 00 00
Rx:1016-10:13:28.640-01 0E 2B 02 36 03 A7 01 83
Tx:1017-10:13:28.643-01 55 00 00 00 00 00 00 00
Rx:1018-10:13:29.910-02 0E 2E 02 53 03 AA 01 80
Tx:1019-10:13:29.913-02 55 00 00 00 00 00 00 00
Rx:1020-10:13:30.120-01 0E 1F 02 3A 03 AF 01 7F
Tx:1021-10:13:30.123-01 55 00 00 00 00 00 00 00
Rx:1022-10:13:31.640-02 0E 1C 02 4F 03 AF 01 7C
Tx:1023-10:13:31.643-02 55 00 00 00 00 00 00 00
Rx:1024-10:13:32.910-01 0E 1A 02 51 03 AB 01 7C
Tx:1025-10:13:32.913-01 55 00 00 00 00 00 00 00
Rx:1026-10:13:33.120-02 0E 1D 02 31 03 AA 01 7F
Tx:1027-10:13:33.123-02 55 00 00 00 00 00 00 00
Rx:1028-10:13:34.640-01 0E 19 02 49 03 AA 01 79
Tx:1029-10:13:34.643-01 55 00 00 00 00 00 00 00
Rx:1030-10:13:35.910-02 0E 20 02 35 03 B0 01 7E
Tx:1031-10:13:35.913-02 55 00 00 00 00 00 00 00
Rx:1032-10:13:36.120-01 0E 17 02 39 03 AE 01 7E
Tx:1033-10:13:36.123-01 55 00 00 00 00 00 00 00
Rx:1034-10:13:37.640-02 0E 0D 02 4B 03 AE 01 7E
Tx:1035-10:13:37.643-02 55 00 00 00 00 00 00 00
Rx:1036-10:13:38.910-01 0E 06 02 41 03 A9 01 7A
Tx:1037-10:13:38.913-01 55 00 00 00 00 00 00 00
Rx:1038-10:13:39.120-02 0E 06 02 34 03 AC 01 79
Tx:1039-10:13:39.123-02 55 00 00 00 00 00 00 00
Rx:1040-10:13:40.640-01 0E 0B 02 41 03 AE 01 75
Tx:1041-10:13:40.643-01 55 00 00 00 00 00 00 00
Rx:1042-10:13:41.910-02 0E 06 02 2D 03 AD 01 78
Tx:1043-10:13:41.913-02 55 00 00 00 00 00 00 00
Rx:1044-10:13:42.120-01 0E 08 02 1F 03 B2 01 77
Tx:1045-10:13:42.123-01 55 00 00 00 00 00 00 00
Rx:1046-10:13:43.640-02 0E 00 02 2F 03 B2 01 7A
Tx:1047-10:13:43.643-02 55 00 00 00 00 00 00 00
Rx:1048-10:13:44.910-01 0E 01 02 36 03 B0 01 78
Tx:1049-10:13:44.913-01 55 00 00 00 00 00 00 00
Rx:1050-10:13:45.120-02 0D FD 02 21 03 B0 01 78
Tx:1051-10:13:45.123-02 55 00 00 00 00 00 00 00
Rx:1052-10:13:46.640-01 0D FA 02 2D 03 AC 01 71
Tx:1053-10:13:46.643-01 55 00 00 00 00 00 00 00
Rx:1054-10:13:47.910-02 0D FC 02 26 03 AF 01 73
Tx:1055-10:13:47.913-02 55 00 00 00 00 00 00 00
Rx:1056-10:13:48.120-01 0D F7 02 36 03 AE 01 6F
Tx:1057-10:13:48.123-01 55 00 00 00 00 00 00 00
Rx:1058-10:13:49.640-02 0D F8 02 19 03 B1 01 75
Tx:1059-10:13:49.643-02 55 00 00 00 00 00 00 00
Rx:1060-10:13:50.910-01 0D EB 02 24 03 B1 01 6E
Tx:1061-10:13:50.913-01 55 00 00 00 00 00 00 00
Rx:1062-10:13:51.120-02 0D EE 02 2B 03 AC 01 6E
Tx:1063-10:13:51.123-02 55 00 00 00 00 00 00 00
Rx:1064-10:13:52.640-01 0D E4 02 0C 03 B0 01 72
Tx:1065-10:13:52.643-01 55 00 00 00 00 00 00 00
Rx:1066-10:13:53.910-02 0D E6 02 23 03 B3 01 72
Tx:1067-10:13:53.913-02 55 00 00 00 00 00 00 00
Rx:1068-10:13:54.120-01 0D E8 02 0F 03 AD 01 6C
Tx:1069-10:13:54.123-01 55 00 00 00 00 00 00 00
Rx:1070-10:13:55.640-02 0D D6 02 1E 03 B3 01 6F
Tx:1071-10:13:55.643-02 55 00 00 00 00 00 00 00
Rx:1072-10:13:56.910-01 0D D6 02 25 03 B0 01 6C
Tx:1073-10:13:56.913-01 55 00 00 00 00 00 00 00
Rx:1074-10:13:57.120-02 0D DC 02 23 03 AF 01 6F
Tx:1075-10:13:57.123-02 55 00 00 00 00 00 00 00
Rx:1076-10:13:58.640-01 0D D7 02 07 03 B2 01 70
Tx:1077-10:13:58.643-01 55 00 00 00 00 00 00 00
Rx:1078-10:13:59.910-02 0D D0 02 10 03 B4 01 68
Tx:1079-10:13:59.913-02 55 00 00 00 00 00 00 00
Rx:1080-10:14:00.120-01 0D C9 01 FC 03 B4 01 6A
Tx:1081-10:14:00.123-01 55 00 00 00 00 00 00 00
Rx:1082-10:14:01.640-02 0D C7 02 19 03 AE 01 6D
Tx:1083-10:14:01.643-02 55 00 00 00 00 00 00 00
Rx:1084-10:14:02.910-01 0D C4 02 09 03 AD 01 6A
Tx:1085-10:14:02.913-01 55 00 00 00 00 00 00 00
Rx:1086-10:14:03.120-02 0D C5 02 0F 03 AF 01 65
Tx:1087-10:14:03.123-02 55 00 00 00 00 00 00 00
Rx:1088-10:14:04.640-01 0D C5 02 16 03 AF 01 67
Tx:1089-10:14:04.643-01 55 00 00 00 00 00 00 00
Rx:1090-10:14:05.910-02 0D C0 02 01 03 AF 01 64
Tx:1091-10:14:05.913-02 55 00 00 00 00 00 00 00
Rx:1092-10:14:06.120-01 0D C5 02 0D 03 AE 01 63
Tx:1093-10:14:06.123-01 55 00 00 00 00 00 00 00
Rx:1094-10:14:07.640-02 0D C9 01 F3 03 B2 01 62
Tx:1095-10:14:07.643-02 55 00 00 00 00 00 00 00
Rx:1096-10:14:08.910-01 0D C3 01 F8 03 AD 01 63
Tx:1097-10:14:08.913-01 55 00 00 00 00 00 00 00
Rx:1098-10:14:09.120-02 0D B8 02 05 03 B6 01 65
Tx:1099-10:14:09.123-02 55 00 00 00 00 00 00 00
Rx:1100-10:14:10.640-01 0D AF 01 F5 03 AF 01 63
Tx:1101-10:14:10.643-01 55 00 00 00 00 00 00 00
Rx:1102-10:14:11.910-02 0D AE 01 EB 03 B6 01 60
Tx:1103-10:14:11.913-02 55 00 00 00 00 00 00 00
Rx:1104-10:14:12.120-01 0D B1 01 FB 03 B6 01 63
Tx:1105-10:14:12.123-01 55 00 00 00 00 00 00 00
Rx:1106-10:14:13.640-02 0D A5 01 FA 03 B0 01 62
Tx:1107-10:14:13.643-02 55 00 00 00 00 00 00 00
Rx:1108-10:14:14.910-01 0D B6 02 0E 03 B0 01 61
Tx:1109-10:14:14.913-01 55 00 00 00 00 00 00 00
Rx:1110-10:14:15.120-02 0D A5 01 FF 03 B4 01 5E
Tx:1111-10:14:15.123-02 55 00 00 00 00 00 00 00
Rx:1112-10:14:16.640-01 0D AD 01 E9 03 B5 01 5B
Tx:1113-10:14:16.643-01 55 00 00 00 00 00 00 00
Rx:1114-10:14:17.910-02 0D A5 02 01 03 B6 01 62
Tx:1115-10:14:17.913-02 55 00 00 00 00 00 00 00
Rx:1116-10:14:18.120-01 0D A8 01 F8 03 B5 01 59
Tx:1117-10:14:18.123-01 55 00 00 00 00 00 00 00
Rx:1118-10:14:19.640-02 0D A1 02 00 03 B6 01 5E
Tx:1119-10:14:19.643-02 55 00 00 00 00 00 00 00
Rx:1120-10:14:20.910-01 0D 93 01 E8 03 B5 01 58
Tx:1121-10:14:20.913-01 55 00 00 00 00 00 00 00
Rx:1122-10:14:21.120-02 0D 92 01 EC 03 B5 01 5A
Tx:1123-10:14:21.123-02 55 00 00 00 00 00 00 00
Rx:1124-10:14:22.640-01 0D 96 01 F7 03 B3 01 58
Tx:1125-10:14:22.643-01 55 00 00 00 00 00 00 00
Rx:1126-10:14:23.910-02 0D 9D 01 E3 03 AE 01 56
Tx:1127-10:14:23.913-02 55 00 00 00 00 00 00 00
Rx:1128-10:14:24.120-01 0D 8B 01 EE 03 B0 01 5C
Tx:1129-10:14:24.123-01 55 00 00 00 00 00 00 00
Rx:1130-10:14:25.640-02 0D 85 02 00 03 B3 01 58
Tx:1131-10:14:25.643-02 55 00 00 00 00 00 00 00
Rx:1132-10:14:26.910-01 0D 8A 01 DD 03 AF 01 55
Tx:1133-10:14:26.913-01 55 00 00 00 00 00 00 00
Rx:1134-10:14:27.120-02 0D 82 01 E2 03 AF 01 56
Tx:1135-10:14:27.123-02 55 00 00 00 00 00 00 00
Rx:1136-10:14:28.640-01 0D 82 01 F0 03 B6 01 56
Tx:1137-10:14:28.643-01 55 00 00 00 00 00 00 00
Rx:1138-10:14:29.910-02 0D 7B 01 DB 03 B7 01 53
Tx:1139-10:14:29.913-02 55 00 00 00 00 00 00 00
Rx:1140-10:14:30.120-01 0D 89 01 F2 03 B2 01 54
Tx:1141-10:14:30.123-01 55 00 00 00 00 00 00 00
Rx:1142-10:14:31.640-02 0D 7F 01 F3 03 B2 01 52
Tx:1143-10:14:31.643-02 55 00 00 00 00 00 00 00
Rx:1144-10:14:32.910-01 0D 82 01 F1 03 B7 01 50
Tx:1145-10:14:32.913-01 55 00 00 00 00 00 00 00
Rx:1146-10:14:33.120-02 0D 78 01 FA 03 B9 01 4E
Tx:1147-10:14:33.123-02 55 00 00 00 00 00 00 00
Rx:1148-10:14:34.640-01 0D 78 01 F2 03 B7 01 51
Tx:1149-10:14:34.643-01 55 00 00 00 00 00 00 00
Rx:1150-10:14:35.910-02 0D 79 01 F1 03 B6 01 54
Tx:1151-10:14:35.913-02 55 00 00 00 00 00 00 00
Rx:1152-10:14:36.120-01 0D 7A 01 D5 03 B2 01 4F
Tx:1153-10:14:36.123-01 55 00 00 00 00 00 00 00
Rx:1154-10:14:37.640-02 0D 6A 01 F6 03 B3 01 51
Tx:1155-10:14:37.643-02 55 00 00 00 00 00 00 00
Rx:1156-10:14:38.910-01 0D 74 01 E9 03 B7 01 4E
Tx:1157-10:14:38.913-01 55 00 00 00 00 00 00 00
Rx:1158-10:14:39.120-02 0D 63 01 D4 03 B0 01 4F
Tx:1159-10:14:39.123-02 55 00 00 00 00 00 00 00
Rx:1160-10:14:40.640-01 0D 62 01 F4 03 B1 01 50
Tx:1161-10:14:40.643-01 55 00 00 00 00 00 00 00
Rx:1162-10:14:41.910-02 0D 60 01 D3 03 B7 01 48
Tx:1163-10:14:41.913-02 55 00 00 00 00 00 00 00
Rx:1164-10:14:42.120-01 0D 5E 01 F0 03 B4 01 4E
Tx:1165-10:14:42.123-01 55 00 00 00 00 00 00 00
Rx:1166-10:14:43.640-02 0D 5F 01 EC 03 B7 01 4C
Tx:1167-10:14:43.643-02 55 00 00 00 00 00 00 00
Rx:1168-10:14:44.910-01 0D 67 01 E3 03 B4 01 46
Tx:1169-10:14:44.913-01 55 00 00 00 00 00 00 00
Rx:1170-10:14:45.120-02 0D 54 01 EF 03 B1 01 47
Tx:1171-10:14:45.123-02 55 00 00 00 00 00 00 00
Rx:1172-10:14:46.640-01 0D 55 01 E5 03 B7 01 46
Tx:1173-10:14:46.643-01 55 00 00 00 00 00 00 00
Rx:1174-10:14:47.910-02 0D 61 01 EF 03 B5 01 43
Tx:1175-10:14:47.913-02 55 00 00 00 00 00 00 00
Rx:1176-10:14:48.120-01 0D 5E 01 E1 03 B9 01 47
Tx:1177-10:14:48.123-01 55 00 00 00 00 00 00 00
Rx:1178-10:14:49.640-02 0D 50 01 E6 03 B6 01 46
Tx:1179-10:14:49.643-02 55 00 00 00 00 00 00 00
Rx:1180-10:14:50.910-01 0D 47 01 DE 03 B8 01 47
Tx:1181-10:14:50.913-01 55 00 00 00 00 00 00 00
Rx:1182-10:14:51.120-02 0D 45 01 C9 03 B7 01 42
Tx:1183-10:14:51.123-02 55 00 00 00 00 00 00 00
Rx:1184-10:14:52.640-01 0D 48 01 E2 03 B5 01 41
Tx:1185-10:14:52.643-01 55 00 00 00 00 00 00 00
Rx:1186-10:14:53.910-02 0D 53 01 E9 03 B9 01 45
Tx:1187-10:14:53.913-02 55 00 00 00 00 00 00 00
Rx:1188-10:14:54.120-01 0D 40 01 D8 03 BA 01 45
Tx:1189-10:14:54.123-01 55 00 00 00 00 00 00 00
Rx:1190-10:14:55.640-02 0D 3F 01 C8 03 B3 01 3F
Tx:1191-10:14:55.643-02 55 00 00 00 00 00 00 00
Rx:1192-10:14:56.910-01 0D 3F 01 CA 03 B4 01 41
Tx:1193-10:14:56.913-01 55 00 00 00 00 00 00 00
Rx:1194-10:14:57.120-02 0D 45 01 D9 03 B9 01 43
Tx:1195-10:14:57.123-02 55 00 00 00 00 00 00 00
Rx:1196-10:14:58.640-01 0D 39 01 D0 03 B1 01 42
Tx:1197-10:14:58.643-01 55 00 00 00 00 00 00 00
Rx:1198-10:14:59.910-02 0D 3F 01 D6 03 BA 01 41
Tx:1199-10:14:59.913-02 55 00 00 00 00 00 00 00
Rx:1200-10:15:00.120-01 0D 3D 01 CA 03 B1 01 3D
Tx:1201-10:15:00.123-01 55 00 00 00 00 00 00 00
Rx:1202-10:15:01.640-02 0D 34 01 E9 03 B5 01 3A
Tx:1203-10:15:01.643-02 55 00 00 00 00 00 00 00
Rx:1204-10:15:02.910-01 0D 3E 01 CC 03 B8 01 3C
Tx:1205-10:15:02.913-01 55 00 00 00 00 00 00 00
Rx:1206-10:15:03.120-02 0D 33 01 D5 03 B3 01 3A
Tx:1207-10:15:03.123-02 55 00 00 00 00 00 00 00
Rx:1208-10:15:04.640-01 0D 37 01 D8 03 B8 01 3A
Tx:1209-10:15:04.643-01 55 00 00 00 00 00 00 00
Rx:1210-10:15:05.910-02 0D 38 01 D6 03 B3 01 3C
Tx:1211-10:15:05.913-02 55 00 00 00 00 00 00 00
Rx:1212-10:15:06.120-01 0D 23 01 D4 03 B2 01 3B
Tx:1213-10:15:06.123-01 55 00 00 00 00 00 00 00
Rx:1214-10:15:07.640-02 0D 33 01 D1 03 B7 01 35
Tx:1215-10:15:07.643-02 55 00 00 00 00 00 00 00
Rx:1216-10:15:08.910-01 0D 2C 01 D5 03 B9 01 3B
Tx:1217-10:15:08.913-01 55 00 00 00 00 00 00 00
Rx:1218-10:15:09.120-02 0D 28 01 E5 03 B7 01 34
Tx:1219-10:15:09.123-02 55 00 00 00 00 00 00 00
Rx:1220-10:15:10.640-01 0D 1D 01 CB 03 B8 01 3A
Tx:1221-10:15:10.643-01 55 00 00 00 00 00 00 00
Rx:1222-10:15:11.910-02 0D 1F 01 EC 03 B7 01 32
Tx:1223-10:15:11.913-02 55 00 00 00 00 00 00 00
Rx:1224-10:15:12.120-01 0D 19 01 E5 03 B6 01 36
Tx:1225-10:15:12.123-01 55 00 00 00 00 00 00 00
Rx:1226-10:15:13.640-02 0D 18 01 EF 03 B4 01 30
Tx:1227-10:15:13.643-02 55 00 00 00 00 00 00 00
Rx:1228-10:15:14.910-01 0D 12 01 E8 03 B8 01 30
Tx:1229-10:15:14.913-01 55 00 00 00 00 00 00 00
Rx:1230-10:15:15.120-02 0D 1A 01 DC 03 B5 01 34
Tx:1231-10:15:15.123-02 55 00 00 00 00 00 00 00
Rx:1232-10:15:16.640-01 0D 0D 01 D6 03 B8 01 33
Tx:1233-10:15:16.643-01 55 00 00 00 00 00 00 00
Rx:1234-10:15:17.910-02 0D 17 01 D2 03 B3 01 34
Tx:1235-10:15:17.913-02 55 00 00 00 00 00 00 00
Rx:1236-10:15:18.120-01 0D 1C 01 EC 03 B7 01 2D
Tx:1237-10:15:18.123-01 55 00 00 00 00 00 00 00
Rx:1238-10:15:19.640-02 0D 0C 01 DE 03 B3 01 2E
Tx:1239-10:15:19.643-02 55 00 00 00 00 00 00 00
Rx:1240-10:15:20.910-01 0D 17 01 D9 03 B8 01 2F
Tx:1241-10:15:20.913-01 55 00 00 00 00 00 00 00
