id,active_electric_energy,date,floor,total_apparent_power,MAC,Device
8614350,3697.645,2025-11-14 14:12:07.796201878,1,1.732,03:08:DC:AB:CD:EF,PWR_03
8614351,3697.647,2025-11-14 14:12:10.861434591,1,1.716,03:08:DC:AB:CD:EF,PWR_03
8614352,3697.647,2025-11-14 14:12:13.490653145,1,1.706,03:08:DC:AB:CD:EF,PWR_03
8614353,3697.649,2025-11-14 14:12:16.453341141,1,1.743,03:08:DC:AB:CD:EF,PWR_03
8614354,3697.65,2025-11-14 14:12:19.347771283,1,1.7,03:08:DC:AB:CD:EF,PWR_03
8614355,3697.65,2025-11-14 14:12:22.288462584,1,1.767,03:08:DC:AB:CD:EF,PWR_03
8614356,3697.652,2025-11-14 14:12:25.213131742,1,1.817,03:08:DC:AB:CD:EF,PWR_03
8614357,3697.654,2025-11-14 14:12:28.137398638,1,1.815,03:08:DC:AB:CD:EF,PWR_03
8614358,3697.654,2025-11-14 14:12:30.773445761,1,1.821,03:08:DC:AB:CD:EF,PWR_03
8614359,3697.655,2025-11-14 14:12:33.690834941,1,1.752,03:08:DC:AB:CD:EF,PWR_03
8614360,3697.655,2025-11-14 14:12:36.810770479,1,1.721,03:08:DC:AB:CD:EF,PWR_03
8614361,3697.657,2025-11-14 14:12:39.868774446,1,1.7,03:08:DC:AB:CD:EF,PWR_03
8614362,3697.657,2025-11-14 14:12:42.769757020,1,1.763,03:08:DC:AB:CD:EF,PWR_03
8614363,3697.659,2025-11-14 14:12:45.493264382,1,1.74,03:08:DC:AB:CD:EF,PWR_03
8614364,3697.66,2025-11-14 14:12:48.322736216,1,1.845,03:08:DC:AB:CD:EF,PWR_03
8614365,3697.66,2025-11-14 14:12:51.091314911,1,1.764,03:08:DC:AB:CD:EF,PWR_03
8614366,3697.662,2025-11-14 14:12:54.278674388,1,1.806,03:08:DC:AB:CD:EF,PWR_03
8614367,3697.662,2025-11-14 14:12:57.047874496,1,1.737,03:08:DC:AB:CD:EF,PWR_03
8614368,3697.664,2025-11-14 14:12:59.876876103,1,1.71,03:08:DC:AB:CD:EF,PWR_03
8614369,3697.665,2025-11-14 14:13:02.817732158,1,1.744,03:08:DC:AB:CD:EF,PWR_03
8614370,3697.665,2025-11-14 14:13:05.488939857,1,1.744,03:08:DC:AB:CD:EF,PWR_03
8614371,3697.667,2025-11-14 14:13:08.409810063,1,1.767,03:08:DC:AB:CD:EF,PWR_03
8614372,3697.669,2025-11-14 14:13:11.297777137,1,1.716,03:08:DC:AB:CD:EF,PWR_03
8614373,3697.669,2025-11-14 14:13:14.032453145,1,1.703,03:08:DC:AB:CD:EF,PWR_03
8614374,3697.669,2025-11-14 14:13:17.074570006,1,1.737,03:08:DC:AB:CD:EF,PWR_03
8614375,3697.672,2025-11-14 14:13:19.825922998,1,1.727,03:08:DC:AB:CD:EF,PWR_03
8614376,3697.672,2025-11-14 14:13:22.609149130,1,1.731,03:08:DC:AB:CD:EF,PWR_03
8614377,3697.672,2025-11-14 14:13:25.397193196,1,1.761,03:08:DC:AB:CD:EF,PWR_03
8614378,3697.674,2025-11-14 14:13:28.534518957,1,1.714,03:08:DC:AB:CD:EF,PWR_03
8614379,3697.675,2025-11-14 14:13:31.249676526,1,1.716,03:08:DC:AB:CD:EF,PWR_03
8614380,3697.675,2025-11-14 14:13:34.223802351,1,1.706,03:08:DC:AB:CD:EF,PWR_03
8614381,3697.675,2025-11-14 14:13:37.124127030,1,1.728,03:08:DC:AB:CD:EF,PWR_03
8614382,3697.679,2025-11-14 14:13:39.612016492,1,1.754,03:08:DC:AB:CD:EF,PWR_03
8614383,3697.679,2025-11-14 14:13:42.527673072,1,1.751,03:08:DC:AB:CD:EF,PWR_03
8614384,3697.679,2025-11-14 14:13:45.700689907,1,1.758,03:08:DC:AB:CD:EF,PWR_03
8614385,3697.682,2025-11-14 14:13:48.602380965,1,1.724,03:08:DC:AB:CD:EF,PWR_03
8614386,3697.682,2025-11-14 14:13:51.519802483,1,1.774,03:08:DC:AB:CD:EF,PWR_03
8614387,3697.682,2025-11-14 14:13:54.082214657,1,1.752,03:08:DC:AB:CD:EF,PWR_03
8614388,3697.682,2025-11-14 14:13:56.967947796,1,1.72,03:08:DC:AB:CD:EF,PWR_03
8614389,3697.685,2025-11-14 14:14:00.073786405,1,1.769,03:08:DC:AB:CD:EF,PWR_03
8614390,3697.685,2025-11-14 14:14:03.113456527,1,1.777,03:08:DC:AB:CD:EF,PWR_03
8614391,3697.685,2025-11-14 14:14:05.958161433,1,1.767,03:08:DC:AB:CD:EF,PWR_03
8614392,3697.689,2025-11-14 14:14:08.628270703,1,1.781,03:08:DC:AB:CD:EF,PWR_03
8614393,3697.689,2025-11-14 14:14:11.594711065,1,1.721,03:08:DC:AB:CD:EF,PWR_03
8614394,3697.689,2025-11-14 14:14:14.647577569,1,1.723,03:08:DC:AB:CD:EF,PWR_03
8614395,3697.693,2025-11-14 14:14:17.414551493,1,1.793,03:08:DC:AB:CD:EF,PWR_03
8614396,3697.694,2025-11-14 14:14:19.991813580,1,1.766,03:08:DC:AB:CD:EF,PWR_03
8614397,3697.694,2025-11-14 14:14:23.041719927,1,1.758,03:08:DC:AB:CD:EF,PWR_03
8614398,3697.695,2025-11-14 14:14:25.926852111,1,1.733,03:08:DC:AB:CD:EF,PWR_03
8614399,3697.697,2025-11-14 14:14:28.839556804,1,1.866,03:08:DC:AB:CD:EF,PWR_03
8614400,3697.697,2025-11-14 14:14:31.664764262,1,1.844,03:08:DC:AB:CD:EF,PWR_03
8614401,3697.699,2025-11-14 14:14:34.245826039,1,1.828,03:08:DC:AB:CD:EF,PWR_03
8614402,3697.701,2025-11-14 14:14:37.241742230,1,1.831,03:08:DC:AB:CD:EF,PWR_03
8614403,3697.701,2025-11-14 14:14:40.420582949,1,1.811,03:08:DC:AB:CD:EF,PWR_03
8614404,3697.703,2025-11-14 14:14:43.082136929,1,1.736,03:08:DC:AB:CD:EF,PWR_03
8614405,3697.703,2025-11-14 14:14:46.251534057,1,1.706,03:08:DC:AB:CD:EF,PWR_03
8614406,3697.704,2025-11-14 14:14:49.000231671,1,1.694,03:08:DC:AB:CD:EF,PWR_03
8614407,3697.704,2025-11-14 14:14:51.689764806,1,1.701,03:08:DC:AB:CD:EF,PWR_03
8614408,3697.705,2025-11-14 14:14:54.645177344,1,1.712,03:08:DC:AB:CD:EF,PWR_03
8614409,3697.707,2025-11-14 14:14:57.409024120,1,1.712,03:08:DC:AB:CD:EF,PWR_03
8614410,3697.707,2025-11-14 14:15:00.306191390,1,1.908,03:08:DC:AB:CD:EF,PWR_03
8614411,3697.709,2025-11-14 14:15:03.132715542,1,1.883,03:08:DC:AB:CD:EF,PWR_03
8614412,3697.711,2025-11-14 14:15:06.240619323,1,1.923,03:08:DC:AB:CD:EF,PWR_03
8614413,3697.711,2025-11-14 14:15:08.763193500,1,1.94,03:08:DC:AB:CD:EF,PWR_03
8614414,3697.713,2025-11-14 14:15:11.831273408,1,1.9,03:08:DC:AB:CD:EF,PWR_03
8614415,3697.714,2025-11-14 14:15:14.665362430,1,1.898,03:08:DC:AB:CD:EF,PWR_03
8614416,3697.714,2025-11-14 14:15:17.453776979,1,1.949,03:08:DC:AB:CD:EF,PWR_03
8614417,3697.714,2025-11-14 14:15:20.471589408,1,1.89,03:08:DC:AB:CD:EF,PWR_03
8614418,3697.717,2025-11-14 14:15:23.507556527,1,1.915,03:08:DC:AB:CD:EF,PWR_03
8614419,3697.717,2025-11-14 14:15:26.072628026,1,1.775,03:08:DC:AB:CD:EF,PWR_03
8614420,3697.717,2025-11-14 14:15:29.051559363,1,1.733,03:08:DC:AB:CD:EF,PWR_03
8614421,3697.721,2025-11-14 14:15:31.879005840,1,1.708,03:08:DC:AB:CD:EF,PWR_03
8614422,3697.721,2025-11-14 14:15:34.774228335,1,1.717,03:08:DC:AB:CD:EF,PWR_03
8614423,3697.721,2025-11-14 14:15:37.828578950,1,1.758,03:08:DC:AB:CD:EF,PWR_03
8614424,3697.724,2025-11-14 14:15:40.483051454,1,1.73,03:08:DC:AB:CD:EF,PWR_03
8614425,3697.724,2025-11-14 14:15:43.243139285,1,1.729,03:08:DC:AB:CD:EF,PWR_03
8614426,3697.724,2025-11-14 14:15:46.233479947,1,1.723,03:08:DC:AB:CD:EF,PWR_03
8614427,3697.724,2025-11-14 14:15:48.850824034,1,1.748,03:08:DC:AB:CD:EF,PWR_03
8614428,3697.727,2025-11-14 14:15:51.903018742,1,1.753,03:08:DC:AB:CD:EF,PWR_03
8614429,3697.727,2025-11-14 14:15:54.667235222,1,1.773,03:08:DC:AB:CD:EF,PWR_03
8614430,3697.727,2025-11-14 14:15:57.593266031,1,1.739,03:08:DC:AB:CD:EF,PWR_03
8614431,3697.731,2025-11-14 14:16:00.410803770,1,1.708,03:08:DC:AB:CD:EF,PWR_03
8614432,3697.731,2025-11-14 14:16:03.371309358,1,1.713,03:08:DC:AB:CD:EF,PWR_03
8614433,3697.731,2025-11-14 14:16:06.496027284,1,1.711,03:08:DC:AB:CD:EF,PWR_03
8614434,3697.733,2025-11-14 14:16:09.318303736,1,1.722,03:08:DC:AB:CD:EF,PWR_03
8614435,3697.734,2025-11-14 14:16:12.409043264,1,1.75,03:08:DC:AB:CD:EF,PWR_03
8614436,3697.734,2025-11-14 14:16:15.225230397,1,1.695,03:08:DC:AB:CD:EF,PWR_03
8614437,3697.734,2025-11-14 14:16:17.927422493,1,1.805,03:08:DC:AB:CD:EF,PWR_03
8614438,3697.737,2025-11-14 14:16:20.947379070,1,1.752,03:08:DC:AB:CD:EF,PWR_03
8614439,3697.737,2025-11-14 14:16:23.790962592,1,1.731,03:08:DC:AB:CD:EF,PWR_03
8614440,3697.737,2025-11-14 14:16:26.481941411,1,1.752,03:08:DC:AB:CD:EF,PWR_03
8614441,3697.739,2025-11-14 14:16:29.345453862,1,1.782,03:08:DC:AB:CD:EF,PWR_03
8614442,3697.741,2025-11-14 14:16:32.489381304,1,1.686,03:08:DC:AB:CD:EF,PWR_03
8614443,3697.741,2025-11-14 14:16:35.072886401,1,1.737,03:08:DC:AB:CD:EF,PWR_03
8614444,3697.743,2025-11-14 14:16:37.890693642,1,1.733,03:08:DC:AB:CD:EF,PWR_03
8614445,3697.744,2025-11-14 14:16:41.037207349,1,1.758,03:08:DC:AB:CD:EF,PWR_03
8614446,3697.744,2025-11-14 14:16:43.825695824,1,1.778,03:08:DC:AB:CD:EF,PWR_03
8614447,3697.746,2025-11-14 14:16:46.678923931,1,1.755,03:08:DC:AB:CD:EF,PWR_03
8614448,3697.748,2025-11-14 14:16:49.483210239,1,1.75,03:08:DC:AB:CD:EF,PWR_03
8614449,3697.748,2025-11-14 14:16:52.224194698,1,1.739,03:08:DC:AB:CD:EF,PWR_03
8614450,3697.748,2025-11-14 14:16:55.178099366,1,1.715,03:08:DC:AB:CD:EF,PWR_03
8614451,3697.75,2025-11-14 14:16:58.221233271,1,1.689,03:08:DC:AB:CD:EF,PWR_03
8614452,3697.752,2025-11-14 14:17:00.966553727,1,1.715,03:08:DC:AB:CD:EF,PWR_03
8614453,3697.752,2025-11-14 14:17:03.872000678,1,1.712,03:08:DC:AB:CD:EF,PWR_03
8614454,3697.754,2025-11-14 14:17:06.669957651,1,1.74,03:08:DC:AB:CD:EF,PWR_03
8614455,3697.755,2025-11-14 14:17:09.402504417,1,1.682,03:08:DC:AB:CD:EF,PWR_03
8614456,3697.755,2025-11-14 14:17:12.245233495,1,1.708,03:08:DC:AB:CD:EF,PWR_03
8614457,3697.755,2025-11-14 14:17:15.156730221,1,1.726,03:08:DC:AB:CD:EF,PWR_03
8614458,3697.756,2025-11-14 14:17:18.315527852,1,1.689,03:08:DC:AB:CD:EF,PWR_03
8614459,3697.758,2025-11-14 14:17:21.136731527,1,1.711,03:08:DC:AB:CD:EF,PWR_03
8614460,3697.758,2025-11-14 14:17:23.711782901,1,1.738,03:08:DC:AB:CD:EF,PWR_03
8614461,3697.76,2025-11-14 14:17:27.003772713,1,1.703,03:08:DC:AB:CD:EF,PWR_03
8614462,3697.762,2025-11-14 14:17:29.599517693,1,1.732,03:08:DC:AB:CD:EF,PWR_03
8614463,3697.762,2025-11-14 14:17:32.448812842,1,1.742,03:08:DC:AB:CD:EF,PWR_03
8614464,3697.764,2025-11-14 14:17:35.344762534,1,1.711,03:08:DC:AB:CD:EF,PWR_03
8614465,3697.764,2025-11-14 14:17:38.416973276,1,1.73,03:08:DC:AB:CD:EF,PWR_03
8614466,3697.765,2025-11-14 14:17:41.221821698,1,1.719,03:08:DC:AB:CD:EF,PWR_03
8614467,3697.765,2025-11-14 14:17:43.828124643,1,1.764,03:08:DC:AB:CD:EF,PWR_03
8614468,3697.766,2025-11-14 14:17:47.080907141,1,1.714,03:08:DC:AB:CD:EF,PWR_03
8614469,3697.768,2025-11-14 14:17:49.734860596,1,1.734,03:08:DC:AB:CD:EF,PWR_03
8614470,3697.768,2025-11-14 14:17:52.638351199,1,1.73,03:08:DC:AB:CD:EF,PWR_03
8614471,3697.77,2025-11-14 14:17:55.360767036,1,1.728,03:08:DC:AB:CD:EF,PWR_03
8614472,3697.77,2025-11-14 14:17:58.313962322,1,1.756,03:08:DC:AB:CD:EF,PWR_03
8614473,3697.772,2025-11-14 14:18:01.640389036,1,1.696,03:08:DC:AB:CD:EF,PWR_03
8614474,3697.774,2025-11-14 14:18:04.343238639,1,1.761,03:08:DC:AB:CD:EF,PWR_03
8614475,3697.774,2025-11-14 14:18:07.309899315,1,1.746,03:08:DC:AB:CD:EF,PWR_03
8614476,3697.775,2025-11-14 14:18:10.358530123,1,1.765,03:08:DC:AB:CD:EF,PWR_03
8614477,3697.776,2025-11-14 14:18:13.225482586,1,1.801,03:08:DC:AB:CD:EF,PWR_03
8614478,3697.776,2025-11-14 14:18:15.757540054,1,1.751,03:08:DC:AB:CD:EF,PWR_03
8614479,3697.776,2025-11-14 14:18:18.695811911,1,1.73,03:08:DC:AB:CD:EF,PWR_03
8614480,3697.778,2025-11-14 14:18:21.834077862,1,1.707,03:08:DC:AB:CD:EF,PWR_03
8614481,3697.78,2025-11-14 14:18:24.490095917,1,1.695,03:08:DC:AB:CD:EF,PWR_03
8614482,3697.78,2025-11-14 14:18:27.264386768,1,1.727,03:08:DC:AB:CD:EF,PWR_03
8614483,3697.782,2025-11-14 14:18:30.423861713,1,1.69,03:08:DC:AB:CD:EF,PWR_03
8614484,3697.784,2025-11-14 14:18:33.154846308,1,1.701,03:08:DC:AB:CD:EF,PWR_03
8614485,3697.784,2025-11-14 14:18:35.999958967,1,1.694,03:08:DC:AB:CD:EF,PWR_03
8614486,3697.784,2025-11-14 14:18:38.841151093,1,1.761,03:08:DC:AB:CD:EF,PWR_03
8614487,3697.786,2025-11-14 14:18:41.553793113,1,1.774,03:08:DC:AB:CD:EF,PWR_03
8614488,3697.786,2025-11-14 14:18:44.401018403,1,1.762,03:08:DC:AB:CD:EF,PWR_03
8614489,3697.786,2025-11-14 14:18:47.418556923,1,1.809,03:08:DC:AB:CD:EF,PWR_03
8614490,3697.788,2025-11-14 14:18:50.314354341,1,1.783,03:08:DC:AB:CD:EF,PWR_03
8614491,3697.79,2025-11-14 14:18:53.098985068,1,1.751,03:08:DC:AB:CD:EF,PWR_03
8614492,3697.79,2025-11-14 14:18:55.842265392,1,1.693,03:08:DC:AB:CD:EF,PWR_03
8614493,3697.79,2025-11-14 14:18:58.694835789,1,1.688,03:08:DC:AB:CD:EF,PWR_03
8614494,3697.794,2025-11-14 14:19:01.523173953,1,1.705,03:08:DC:AB:CD:EF,PWR_03
8614495,3697.794,2025-11-14 14:19:04.406969744,1,1.722,03:08:DC:AB:CD:EF,PWR_03
8614496,3697.794,2025-11-14 14:19:07.284669086,1,1.695,03:08:DC:AB:CD:EF,PWR_03
8614497,3697.795,2025-11-14 14:19:10.308396138,1,1.681,03:08:DC:AB:CD:EF,PWR_03
8614498,3697.796,2025-11-14 14:19:13.246450614,1,1.704,03:08:DC:AB:CD:EF,PWR_03
8614499,3697.796,2025-11-14 14:19:16.123258919,1,1.732,03:08:DC:AB:CD:EF,PWR_03
8614500,3697.798,2025-11-14 14:19:18.682786193,1,1.724,03:08:DC:AB:CD:EF,PWR_03
8614501,3697.802,2025-11-14 14:19:21.572698559,1,1.774,03:08:DC:AB:CD:EF,PWR_03
8614502,3697.802,2025-11-14 14:19:24.465509272,1,1.727,03:08:DC:AB:CD:EF,PWR_03
8614503,3697.802,2025-11-14 14:19:27.257512169,1,1.767,03:08:DC:AB:CD:EF,PWR_03
8614504,3697.806,2025-11-14 14:19:30.329339085,1,1.985,03:08:DC:AB:CD:EF,PWR_03
8614505,3697.806,2025-11-14 14:19:33.207832172,1,1.994,03:08:DC:AB:CD:EF,PWR_03
8614506,3697.806,2025-11-14 14:19:35.889528225,1,1.988,03:08:DC:AB:CD:EF,PWR_03
8614507,3697.807,2025-11-14 14:19:38.973749702,1,2.002,03:08:DC:AB:CD:EF,PWR_03
8614508,3697.808,2025-11-14 14:19:41.748232942,1,1.986,03:08:DC:AB:CD:EF,PWR_03
8614509,3697.808,2025-11-14 14:19:44.590326501,1,1.973,03:08:DC:AB:CD:EF,PWR_03
8614510,3697.808,2025-11-14 14:19:47.508159175,1,1.99,03:08:DC:AB:CD:EF,PWR_03
8614511,3697.812,2025-11-14 14:19:50.232289197,1,1.904,03:08:DC:AB:CD:EF,PWR_03
8614512,3697.812,2025-11-14 14:19:52.918014584,1,1.794,03:08:DC:AB:CD:EF,PWR_03
8614513,3697.812,2025-11-14 14:19:55.868847180,1,1.773,03:08:DC:AB:CD:EF,PWR_03
8614514,3697.814,2025-11-14 14:19:58.972844394,1,1.765,03:08:DC:AB:CD:EF,PWR_03
8614515,3697.816,2025-11-14 14:20:01.589212135,1,1.785,03:08:DC:AB:CD:EF,PWR_03
8614516,3697.816,2025-11-14 14:20:04.732772664,1,1.71,03:08:DC:AB:CD:EF,PWR_03
8614517,3697.817,2025-11-14 14:20:07.464623721,1,1.74,03:08:DC:AB:CD:EF,PWR_03
8614518,3697.818,2025-11-14 14:20:10.318013075,1,1.697,03:08:DC:AB:CD:EF,PWR_03
8614519,3697.818,2025-11-14 14:20:13.129374891,1,1.768,03:08:DC:AB:CD:EF,PWR_03
8614520,3697.82,2025-11-14 14:20:16.218615358,1,1.734,03:08:DC:AB:CD:EF,PWR_03
8614521,3697.82,2025-11-14 14:20:18.754954018,1,1.711,03:08:DC:AB:CD:EF,PWR_03
8614522,3697.822,2025-11-14 14:20:21.811403244,1,1.699,03:08:DC:AB:CD:EF,PWR_03
8614523,3697.824,2025-11-14 14:20:24.652365742,1,1.711,03:08:DC:AB:CD:EF,PWR_03
8614524,3697.826,2025-11-14 14:20:27.577286705,1,1.728,03:08:DC:AB:CD:EF,PWR_03
8614525,3697.828,2025-11-14 14:20:30.184817879,1,1.709,03:08:DC:AB:CD:EF,PWR_03
8614526,3697.828,2025-11-14 14:20:33.305158671,1,1.748,03:08:DC:AB:CD:EF,PWR_03
8614527,3697.829,2025-11-14 14:20:35.962621156,1,1.756,03:08:DC:AB:CD:EF,PWR_03
8614528,3697.829,2025-11-14 14:20:38.939129940,1,1.684,03:08:DC:AB:CD:EF,PWR_03
8614529,3697.83,2025-11-14 14:20:41.646647288,1,1.733,03:08:DC:AB:CD:EF,PWR_03
8614530,3697.83,2025-11-14 14:20:44.457009980,1,1.756,03:08:DC:AB:CD:EF,PWR_03
8614531,3697.832,2025-11-14 14:20:47.284389333,1,1.771,03:08:DC:AB:CD:EF,PWR_03
8614532,3697.834,2025-11-14 14:20:50.392476458,1,1.753,03:08:DC:AB:CD:EF,PWR_03
8614533,3697.834,2025-11-14 14:20:53.416441066,1,1.733,03:08:DC:AB:CD:EF,PWR_03
8614534,3697.836,2025-11-14 14:20:56.084696453,1,1.786,03:08:DC:AB:CD:EF,PWR_03
8614535,3697.838,2025-11-14 14:20:59.051892620,1,1.679,03:08:DC:AB:CD:EF,PWR_03
8614536,3697.838,2025-11-14 14:21:02.866748284,1,1.709,03:08:DC:AB:CD:EF,PWR_03
8614537,3697.839,2025-11-14 14:21:05.730472675,1,1.679,03:08:DC:AB:CD:EF,PWR_03
8614538,3697.84,2025-11-14 14:21:08.547773650,1,1.702,03:08:DC:AB:CD:EF,PWR_03
8614539,3697.84,2025-11-14 14:21:11.340276512,1,1.727,03:08:DC:AB:CD:EF,PWR_03
8614540,3697.842,2025-11-14 14:21:14.164018226,1,1.761,03:08:DC:AB:CD:EF,PWR_03
8614541,3697.842,2025-11-14 14:21:17.264192274,1,1.736,03:08:DC:AB:CD:EF,PWR_03
8614542,3697.844,2025-11-14 14:21:19.903428180,1,1.748,03:08:DC:AB:CD:EF,PWR_03
8614543,3697.844,2025-11-14 14:21:22.995421249,1,1.712,03:08:DC:AB:CD:EF,PWR_03
8614544,3697.846,2025-11-14 14:21:25.993293500,1,1.722,03:08:DC:AB:CD:EF,PWR_03
8614545,3697.848,2025-11-14 14:21:28.573537167,1,1.755,03:08:DC:AB:CD:EF,PWR_03
8614546,3697.848,2025-11-14 14:21:31.494348471,1,1.72,03:08:DC:AB:CD:EF,PWR_03
8614547,3697.849,2025-11-14 14:21:34.195788094,1,1.714,03:08:DC:AB:CD:EF,PWR_03
8614548,3697.849,2025-11-14 14:21:37.509500956,1,1.798,03:08:DC:AB:CD:EF,PWR_03
8614549,3697.85,2025-11-14 14:21:40.125249553,1,1.76,03:08:DC:AB:CD:EF,PWR_03
8614550,3697.852,2025-11-14 14:21:43.041406134,1,1.799,03:08:DC:AB:CD:EF,PWR_03
8614551,3697.852,2025-11-14 14:21:45.759029494,1,1.787,03:08:DC:AB:CD:EF,PWR_03
8614552,3697.854,2025-11-14 14:21:48.999718927,1,1.76,03:08:DC:AB:CD:EF,PWR_03
8614553,3697.856,2025-11-14 14:21:51.760007751,1,1.719,03:08:DC:AB:CD:EF,PWR_03
8614554,3697.856,2025-11-14 14:21:54.773835891,1,1.756,03:08:DC:AB:CD:EF,PWR_03
8614555,3697.856,2025-11-14 14:21:57.359034413,1,1.756,03:08:DC:AB:CD:EF,PWR_03
8614556,3697.859,2025-11-14 14:22:00.278627984,1,1.69,03:08:DC:AB:CD:EF,PWR_03
8614557,3697.859,2025-11-14 14:22:03.330924735,1,1.712,03:08:DC:AB:CD:EF,PWR_03
8614558,3697.859,2025-11-14 14:22:05.930075424,1,1.709,03:08:DC:AB:CD:EF,PWR_03
8614559,3697.86,2025-11-14 14:22:08.727402641,1,1.699,03:08:DC:AB:CD:EF,PWR_03
8614560,3697.862,2025-11-14 14:22:11.737898620,1,1.72,03:08:DC:AB:CD:EF,PWR_03
8614561,3697.862,2025-11-14 14:22:14.538506300,1,1.717,03:08:DC:AB:CD:EF,PWR_03
8614562,3697.862,2025-11-14 14:22:17.412866018,1,1.717,03:08:DC:AB:CD:EF,PWR_03
8614563,3697.866,2025-11-14 14:22:20.154741264,1,1.715,03:08:DC:AB:CD:EF,PWR_03
8614564,3697.866,2025-11-14 14:22:23.169145830,1,1.764,03:08:DC:AB:CD:EF,PWR_03
8614565,3697.866,2025-11-14 14:22:26.087295294,1,1.713,03:08:DC:AB:CD:EF,PWR_03
8614566,3697.866,2025-11-14 14:22:28.762752610,1,1.718,03:08:DC:AB:CD:EF,PWR_03
8614567,3697.869,2025-11-14 14:22:31.775486632,1,1.694,03:08:DC:AB:CD:EF,PWR_03
8614568,3697.869,2025-11-14 14:22:34.511969954,1,1.717,03:08:DC:AB:CD:EF,PWR_03
8614569,3697.869,2025-11-14 14:22:37.486178190,1,1.769,03:08:DC:AB:CD:EF,PWR_03
8614570,3697.872,2025-11-14 14:22:40.156889538,1,1.736,03:08:DC:AB:CD:EF,PWR_03
8614571,3697.872,2025-11-14 14:22:43.117838389,1,1.747,03:08:DC:AB:CD:EF,PWR_03
8614572,3697.872,2025-11-14 14:22:46.076649687,1,1.708,03:08:DC:AB:CD:EF,PWR_03
8614573,3697.872,2025-11-14 14:22:48.790964692,1,1.736,03:08:DC:AB:CD:EF,PWR_03
8614574,3697.876,2025-11-14 14:22:51.939675242,1,1.824,03:08:DC:AB:CD:EF,PWR_03
8614575,3697.876,2025-11-14 14:22:54.620562814,1,1.805,03:08:DC:AB:CD:EF,PWR_03
8614576,3697.877,2025-11-14 14:22:57.489757773,1,1.813,03:08:DC:AB:CD:EF,PWR_03
8614577,3697.88,2025-11-14 14:23:00.239993871,1,1.814,03:08:DC:AB:CD:EF,PWR_03
8614578,3697.88,2025-11-14 14:23:03.220812038,1,1.743,03:08:DC:AB:CD:EF,PWR_03
8614579,3697.88,2025-11-14 14:23:06.077788592,1,1.746,03:08:DC:AB:CD:EF,PWR_03
8614580,3697.883,2025-11-14 14:23:09.120073916,1,1.739,03:08:DC:AB:CD:EF,PWR_03
8614581,3697.883,2025-11-14 14:23:11.620006703,1,1.741,03:08:DC:AB:CD:EF,PWR_03
8614582,3697.883,2025-11-14 14:23:14.719648943,1,1.706,03:08:DC:AB:CD:EF,PWR_03
8614583,3697.885,2025-11-14 14:23:17.584670873,1,1.713,03:08:DC:AB:CD:EF,PWR_03
8614584,3697.887,2025-11-14 14:23:20.501401508,1,1.741,03:08:DC:AB:CD:EF,PWR_03
8614585,3697.887,2025-11-14 14:23:23.079766626,1,1.756,03:08:DC:AB:CD:EF,PWR_03
8614586,3697.887,2025-11-14 14:23:25.884601246,1,1.78,03:08:DC:AB:CD:EF,PWR_03
8614587,3697.89,2025-11-14 14:23:28.822152053,1,1.775,03:08:DC:AB:CD:EF,PWR_03
8614588,3697.89,2025-11-14 14:23:31.811638074,1,1.765,03:08:DC:AB:CD:EF,PWR_03
8614589,3697.89,2025-11-14 14:23:34.684758328,1,1.734,03:08:DC:AB:CD:EF,PWR_03
8614590,3697.892,2025-11-14 14:23:37.424027166,1,1.694,03:08:DC:AB:CD:EF,PWR_03
8614591,3697.893,2025-11-14 14:23:40.582946483,1,1.748,03:08:DC:AB:CD:EF,PWR_03
8614592,3697.893,2025-11-14 14:23:43.488650661,1,1.757,03:08:DC:AB:CD:EF,PWR_03
8614593,3697.895,2025-11-14 14:23:46.156496294,1,1.719,03:08:DC:AB:CD:EF,PWR_03
8614594,3697.897,2025-11-14 14:23:49.176459864,1,1.712,03:08:DC:AB:CD:EF,PWR_03
8614595,3697.897,2025-11-14 14:23:51.848637273,1,1.705,03:08:DC:AB:CD:EF,PWR_03
8614596,3697.898,2025-11-14 14:23:54.981662349,1,1.719,03:08:DC:AB:CD:EF,PWR_03
8614597,3697.898,2025-11-14 14:23:57.703353479,1,1.71,03:08:DC:AB:CD:EF,PWR_03
8614598,3697.9,2025-11-14 14:24:00.592115353,1,1.745,03:08:DC:AB:CD:EF,PWR_03
8614599,3697.9,2025-11-14 14:24:03.324167227,1,1.714,03:08:DC:AB:CD:EF,PWR_03
8614600,3697.902,2025-11-14 14:24:06.200655281,1,1.746,03:08:DC:AB:CD:EF,PWR_03
8614601,3697.903,2025-11-14 14:24:09.323206998,1,1.687,03:08:DC:AB:CD:EF,PWR_03
8614602,3697.903,2025-11-14 14:24:12.220693494,1,1.708,03:08:DC:AB:CD:EF,PWR_03
8614603,3697.905,2025-11-14 14:24:14.957432934,1,1.701,03:08:DC:AB:CD:EF,PWR_03
8614604,3697.905,2025-11-14 14:24:17.726537860,1,1.68,03:08:DC:AB:CD:EF,PWR_03
8614605,3697.907,2025-11-14 14:24:20.649732772,1,1.697,03:08:DC:AB:CD:EF,PWR_03
8614606,3697.908,2025-11-14 14:24:23.806746849,1,1.746,03:08:DC:AB:CD:EF,PWR_03
8614607,3697.908,2025-11-14 14:24:26.731972773,1,1.725,03:08:DC:AB:CD:EF,PWR_03
